TIME_PERIOD,MAT,OBS_VALUE
2011-10-27,120,1.021
2011-10-27,180,1.501
2011-10-27,240,1.761
2011-10-27,300,1.881
2011-10-27,360,1.96
2011-10-27,480,2.193
2011-10-28,12,0.113
2011-10-28,24,0.143
2011-10-28,36,0.204
2011-10-28,48,0.303
2011-10-28,60,0.385
2011-10-28,72,0.497
2011-10-28,84,0.613
2011-10-28,96,0.758
2011-10-28,108,0.921
2011-10-28,120,1.05
2011-10-28,180,1.525
2011-10-28,240,1.78
2011-10-28,300,1.903
2011-10-28,360,1.98
2011-10-28,480,2.213
2011-10-31,12,0.114
2011-10-31,24,0.143
2011-10-31,36,0.207
2011-10-31,48,0.308
2011-10-31,60,0.392
2011-10-31,72,0.503
2011-10-31,84,0.619
2011-10-31,96,0.764
2011-10-31,108,0.928
2011-10-31,120,1.056
2011-10-31,180,1.535
2011-10-31,240,1.789
2011-10-31,300,1.908
2011-10-31,360,1.985
2011-10-31,480,2.221
2011-11-01,12,0.114
2011-11-01,24,0.143
2011-11-01,36,0.204
2011-11-01,48,0.298
2011-11-01,60,0.381
2011-11-01,72,0.487
2011-11-01,84,0.597
2011-11-01,96,0.744
2011-11-01,108,0.904
2011-11-01,120,1.032
2011-11-01,180,1.521
2011-11-01,240,1.781
2011-11-01,300,1.9
2011-11-01,360,1.977
2011-11-01,480,2.213
2011-11-02,12,0.115
2011-11-02,24,0.139
2011-11-02,36,0.19
2011-11-02,48,0.283
2011-11-02,60,0.361
2011-11-02,72,0.463
2011-11-02,84,0.57
2011-11-02,96,0.715
2011-11-02,108,0.875
2011-11-02,120,1.003
2011-11-02,180,1.488
2011-11-02,240,1.745
2011-11-02,300,1.868
2011-11-02,360,1.947
2011-11-02,480,2.189
2011-11-04,12,0.115
2011-11-04,24,0.136
2011-11-04,36,0.187
2011-11-04,48,0.278
2011-11-04,60,0.357
2011-11-04,72,0.455
2011-11-04,84,0.563
2011-11-04,96,0.711
2011-11-04,108,0.871
2011-11-04,120,1
2011-11-04,180,1.479
2011-11-04,240,1.737
2011-11-04,300,1.864
2011-11-04,360,1.944
2011-11-04,480,2.188
2011-11-07,12,0.117
2011-11-07,24,0.134
2011-11-07,36,0.181
2011-11-07,48,0.273
2011-11-07,60,0.353
2011-11-07,72,0.449
2011-11-07,84,0.558
2011-11-07,96,0.708
2011-11-07,108,0.867
2011-11-07,120,1.001
2011-11-07,180,1.484
2011-11-07,240,1.746
2011-11-07,300,1.877
2011-11-07,360,1.956
2011-11-07,480,2.205
2011-11-08,12,0.117
2011-11-08,24,0.13
2011-11-08,36,0.178
2011-11-08,48,0.268
2011-11-08,60,0.346
2011-11-08,72,0.439
2011-11-08,84,0.548
2011-11-08,96,0.693
2011-11-08,108,0.853
2011-11-08,120,0.992
2011-11-08,180,1.475
2011-11-08,240,1.746
2011-11-08,300,1.881
2011-11-08,360,1.96
2011-11-08,480,2.219
2011-11-09,12,0.117
2011-11-09,24,0.13
2011-11-09,36,0.182
2011-11-09,48,0.273
2011-11-09,60,0.358
2011-11-09,72,0.446
2011-11-09,84,0.554
2011-11-09,96,0.698
2011-11-09,108,0.858
2011-11-09,120,0.992
2011-11-09,180,1.479
2011-11-09,240,1.752
2011-11-09,300,1.887
2011-11-09,360,1.968
2011-11-09,480,2.228
2011-11-10,12,0.118
2011-11-10,24,0.13
2011-11-10,36,0.176
2011-11-10,48,0.263
2011-11-10,60,0.348
2011-11-10,72,0.437
2011-11-10,84,0.539
2011-11-10,96,0.684
2011-11-10,108,0.845
2011-11-10,120,0.978
2011-11-10,180,1.464
2011-11-10,240,1.729
2011-11-10,300,1.855
2011-11-10,360,1.939
2011-11-10,480,2.182
2011-11-11,12,0.118
2011-11-11,24,0.125
2011-11-11,36,0.176
2011-11-11,48,0.269
2011-11-11,60,0.354
2011-11-11,72,0.443
2011-11-11,84,0.544
2011-11-11,96,0.684
2011-11-11,108,0.846
2011-11-11,120,0.979
2011-11-11,180,1.46
2011-11-11,240,1.719
2011-11-11,300,1.833
2011-11-11,360,1.919
2011-11-11,480,2.154
2011-11-14,12,0.119
2011-11-14,24,0.13
2011-11-14,36,0.182
2011-11-14,48,0.275
2011-11-14,60,0.358
2011-11-14,72,0.45
2011-11-14,84,0.554
2011-11-14,96,0.695
2011-11-14,108,0.856
2011-11-14,120,0.99
2011-11-14,180,1.475
2011-11-14,240,1.737
2011-11-14,300,1.854
2011-11-14,360,1.938
2011-11-14,480,2.167
2011-11-15,12,0.12
2011-11-15,24,0.13
2011-11-15,36,0.182
2011-11-15,48,0.27
2011-11-15,60,0.343
2011-11-15,72,0.441
2011-11-15,84,0.549
2011-11-15,96,0.686
2011-11-15,108,0.847
2011-11-15,120,0.981
2011-11-15,180,1.466
2011-11-15,240,1.728
2011-11-15,300,1.846
2011-11-15,360,1.93
2011-11-15,480,2.16
2011-11-16,12,0.12
2011-11-16,24,0.13
2011-11-16,36,0.18
2011-11-16,48,0.262
2011-11-16,60,0.33
2011-11-16,72,0.428
2011-11-16,84,0.534
2011-11-16,96,0.671
2011-11-16,108,0.832
2011-11-16,120,0.966
2011-11-16,180,1.462
2011-11-16,240,1.729
2011-11-16,300,1.855
2011-11-16,360,1.943
2011-11-16,480,2.173
2011-11-17,12,0.12
2011-11-17,24,0.125
2011-11-17,36,0.18
2011-11-17,48,0.262
2011-11-17,60,0.33
2011-11-17,72,0.428
2011-11-17,84,0.539
2011-11-17,96,0.675
2011-11-17,108,0.837
2011-11-17,120,0.972
2011-11-17,180,1.46
2011-11-17,240,1.729
2011-11-17,300,1.861
2011-11-17,360,1.952
2011-11-17,480,2.182
2011-11-18,12,0.12
2011-11-18,24,0.12
2011-11-18,36,0.175
2011-11-18,48,0.253
2011-11-18,60,0.32
2011-11-18,72,0.419
2011-11-18,84,0.526
2011-11-18,96,0.665
2011-11-18,108,0.828
2011-11-18,120,0.961
2011-11-18,180,1.451
2011-11-18,240,1.718
2011-11-18,300,1.847
2011-11-18,360,1.94
2011-11-18,480,2.167
2011-11-21,12,0.119
2011-11-21,24,0.125
2011-11-21,36,0.179
2011-11-21,48,0.258
2011-11-21,60,0.326
2011-11-21,72,0.429
2011-11-21,84,0.537
2011-11-21,96,0.677
2011-11-21,108,0.84
2011-11-21,120,0.972
2011-11-21,180,1.457
2011-11-21,240,1.72
2011-11-21,300,1.843
2011-11-21,360,1.936
2011-11-21,480,2.163
2011-11-22,12,0.119
2011-11-22,24,0.125
2011-11-22,36,0.18
2011-11-22,48,0.261
2011-11-22,60,0.332
2011-11-22,72,0.435
2011-11-22,84,0.542
2011-11-22,96,0.682
2011-11-22,108,0.85
2011-11-22,120,0.983
2011-11-22,180,1.467
2011-11-22,240,1.721
2011-11-22,300,1.838
2011-11-22,360,1.931
2011-11-22,480,2.16
2011-11-24,12,0.121
2011-11-24,24,0.129
2011-11-24,36,0.185
2011-11-24,48,0.268
2011-11-24,60,0.34
2011-11-24,72,0.45
2011-11-24,84,0.558
2011-11-24,96,0.697
2011-11-24,108,0.865
2011-11-24,120,0.999
2011-11-24,180,1.482
2011-11-24,240,1.727
2011-11-24,300,1.838
2011-11-24,360,1.928
2011-11-24,480,2.152
2011-11-25,12,0.121
2011-11-25,24,0.14
2011-11-25,36,0.203
2011-11-25,48,0.292
2011-11-25,60,0.371
2011-11-25,72,0.495
2011-11-25,84,0.609
2011-11-25,96,0.748
2011-11-25,108,0.914
2011-11-25,120,1.043
2011-11-25,180,1.53
2011-11-25,240,1.771
2011-11-25,300,1.877
2011-11-25,360,1.961
2011-11-25,480,2.174
2011-11-28,12,0.121
2011-11-28,24,0.145
2011-11-28,36,0.22
2011-11-28,48,0.321
2011-11-28,60,0.4
2011-11-28,72,0.532
2011-11-28,84,0.655
2011-11-28,96,0.793
2011-11-28,108,0.951
2011-11-28,120,1.072
2011-11-28,180,1.563
2011-11-28,240,1.802
2011-11-28,300,1.91
2011-11-28,360,1.99
2011-11-28,480,2.203
2011-11-29,12,0.121
2011-11-29,24,0.145
2011-11-29,36,0.22
2011-11-29,48,0.325
2011-11-29,60,0.406
2011-11-29,72,0.537
2011-11-29,84,0.668
2011-11-29,96,0.809
2011-11-29,108,0.964
2011-11-29,120,1.08
2011-11-29,180,1.564
2011-11-29,240,1.806
2011-11-29,300,1.908
2011-11-29,360,1.986
2011-11-29,480,2.196
2011-11-30,12,0.121
2011-11-30,24,0.14
2011-11-30,36,0.211
2011-11-30,48,0.315
2011-11-30,60,0.397
2011-11-30,72,0.532
2011-11-30,84,0.664
2011-11-30,96,0.808
2011-11-30,108,0.966
2011-11-30,120,1.082
2011-11-30,180,1.559
2011-11-30,240,1.807
2011-11-30,300,1.907
2011-11-30,360,1.986
2011-11-30,480,2.192
2011-12-01,12,0.121
2011-12-01,24,0.135
2011-12-01,36,0.204
2011-12-01,48,0.311
2011-12-01,60,0.393
2011-12-01,72,0.522
2011-12-01,84,0.654
2011-12-01,96,0.799
2011-12-01,108,0.961
2011-12-01,120,1.082
2011-12-01,180,1.555
2011-12-01,240,1.807
2011-12-01,300,1.911
2011-12-01,360,1.99
2011-12-01,480,2.191
2011-12-02,12,0.121
2011-12-02,24,0.13
2011-12-02,36,0.192
2011-12-02,48,0.296
2011-12-02,60,0.375
2011-12-02,72,0.502
2011-12-02,84,0.634
2011-12-02,96,0.776
2011-12-02,108,0.938
2011-12-02,120,1.063
2011-12-02,180,1.531
2011-12-02,240,1.787
2011-12-02,300,1.898
2011-12-02,360,1.977
2011-12-02,480,2.175
2011-12-05,12,0.122
2011-12-05,24,0.125
2011-12-05,36,0.189
2011-12-05,48,0.292
2011-12-05,60,0.371
2011-12-05,72,0.494
2011-12-05,84,0.626
2011-12-05,96,0.762
2011-12-05,108,0.92
2011-12-05,120,1.045
2011-12-05,180,1.513
2011-12-05,240,1.77
2011-12-05,300,1.888
2011-12-05,360,1.968
2011-12-05,480,2.16
2011-12-06,12,0.121
2011-12-06,24,0.125
2011-12-06,36,0.189
2011-12-06,48,0.292
2011-12-06,60,0.371
2011-12-06,72,0.494
2011-12-06,84,0.626
2011-12-06,96,0.762
2011-12-06,108,0.915
2011-12-06,120,1.04
2011-12-06,180,1.508
2011-12-06,240,1.764
2011-12-06,300,1.879
2011-12-06,360,1.961
2011-12-06,480,2.152
2011-12-07,12,0.121
2011-12-07,24,0.13
2011-12-07,36,0.192
2011-12-07,48,0.297
2011-12-07,60,0.376
2011-12-07,72,0.494
2011-12-07,84,0.631
2011-12-07,96,0.769
2011-12-07,108,0.921
2011-12-07,120,1.045
2011-12-07,180,1.518
2011-12-07,240,1.774
2011-12-07,300,1.889
2011-12-07,360,1.974
2011-12-07,480,2.158
2011-12-08,12,0.121
2011-12-08,24,0.13
2011-12-08,36,0.196
2011-12-08,48,0.295
2011-12-08,60,0.373
2011-12-08,72,0.48
2011-12-08,84,0.613
2011-12-08,96,0.755
2011-12-08,108,0.911
2011-12-08,120,1.035
2011-12-08,180,1.519
2011-12-08,240,1.774
2011-12-08,300,1.872
2011-12-08,360,1.958
2011-12-08,480,2.149
2011-12-09,12,0.121
2011-12-09,24,0.13
2011-12-09,36,0.196
2011-12-09,48,0.28
2011-12-09,60,0.363
2011-12-09,72,0.464
2011-12-09,84,0.586
2011-12-09,96,0.724
2011-12-09,108,0.887
2011-12-09,120,1.012
2011-12-09,180,1.499
2011-12-09,240,1.755
2011-12-09,300,1.849
2011-12-09,360,1.937
2011-12-09,480,2.131
2011-12-12,12,0.12
2011-12-12,24,0.13
2011-12-12,36,0.209
2011-12-12,48,0.29
2011-12-12,60,0.37
2011-12-12,72,0.47
2011-12-12,84,0.592
2011-12-12,96,0.731
2011-12-12,108,0.892
2011-12-12,120,1.017
2011-12-12,180,1.5
2011-12-12,240,1.755
2011-12-12,300,1.854
2011-12-12,360,1.946
2011-12-12,480,2.14
2011-12-13,12,0.12
2011-12-13,24,0.13
2011-12-13,36,0.199
2011-12-13,48,0.276
2011-12-13,60,0.35
2011-12-13,72,0.45
2011-12-13,84,0.568
2011-12-13,96,0.706
2011-12-13,108,0.873
2011-12-13,120,0.998
2011-12-13,180,1.481
2011-12-13,240,1.744
2011-12-13,300,1.853
2011-12-13,360,1.945
2011-12-13,480,2.139
2011-12-14,12,0.12
2011-12-14,24,0.13
2011-12-14,36,0.196
2011-12-14,48,0.276
2011-12-14,60,0.345
2011-12-14,72,0.45
2011-12-14,84,0.563
2011-12-14,96,0.702
2011-12-14,108,0.869
2011-12-14,120,0.993
2011-12-14,180,1.477
2011-12-14,240,1.74
2011-12-14,300,1.84
2011-12-14,360,1.931
2011-12-14,480,2.122
2011-12-15,12,0.12
2011-12-15,24,0.125
2011-12-15,36,0.192
2011-12-15,48,0.275
2011-12-15,60,0.345
2011-12-15,72,0.445
2011-12-15,84,0.555
2011-12-15,96,0.692
2011-12-15,108,0.859
2011-12-15,120,0.982
2011-12-15,180,1.477
2011-12-15,240,1.744
2011-12-15,300,1.844
2011-12-15,360,1.936
2011-12-15,480,2.124
2011-12-16,12,0.119
2011-12-16,24,0.13
2011-12-16,36,0.192
2011-12-16,48,0.278
2011-12-16,60,0.345
2011-12-16,72,0.452
2011-12-16,84,0.56
2011-12-16,96,0.701
2011-12-16,108,0.865
2011-12-16,120,0.984
2011-12-16,180,1.48
2011-12-16,240,1.744
2011-12-16,300,1.845
2011-12-16,360,1.939
2011-12-16,480,2.127
2011-12-19,12,0.119
2011-12-19,24,0.13
2011-12-19,36,0.192
2011-12-19,48,0.278
2011-12-19,60,0.345
2011-12-19,72,0.446
2011-12-19,84,0.554
2011-12-19,96,0.702
2011-12-19,108,0.862
2011-12-19,120,0.975
2011-12-19,180,1.473
2011-12-19,240,1.735
2011-12-19,300,1.835
2011-12-19,360,1.932
2011-12-19,480,2.123
2011-12-20,12,0.119
2011-12-20,24,0.13
2011-12-20,36,0.192
2011-12-20,48,0.278
2011-12-20,60,0.345
2011-12-20,72,0.453
2011-12-20,84,0.56
2011-12-20,96,0.71
2011-12-20,108,0.867
2011-12-20,120,0.981
2011-12-20,180,1.471
2011-12-20,240,1.731
2011-12-20,300,1.83
2011-12-20,360,1.924
2011-12-20,480,2.118
2011-12-21,12,0.119
2011-12-21,24,0.134
2011-12-21,36,0.192
2011-12-21,48,0.278
2011-12-21,60,0.346
2011-12-21,72,0.453
2011-12-21,84,0.563
2011-12-21,96,0.707
2011-12-21,108,0.867
2011-12-21,120,0.981
2011-12-21,180,1.469
2011-12-21,240,1.731
2011-12-21,300,1.831
2011-12-21,360,1.926
2011-12-21,480,2.12
2011-12-22,12,0.119
2011-12-22,24,0.13
2011-12-22,36,0.192
2011-12-22,48,0.278
2011-12-22,60,0.346
2011-12-22,72,0.448
2011-12-22,84,0.56
2011-12-22,96,0.701
2011-12-22,108,0.863
2011-12-22,120,0.982
2011-12-22,180,1.474
2011-12-22,240,1.739
2011-12-22,300,1.84
2011-12-22,360,1.937
2011-12-22,480,2.132
2011-12-26,12,0.119
2011-12-26,24,0.13
2011-12-26,36,0.195
2011-12-26,48,0.278
2011-12-26,60,0.349
2011-12-26,72,0.449
2011-12-26,84,0.561
2011-12-26,96,0.703
2011-12-26,108,0.864
2011-12-26,120,0.982
2011-12-26,180,1.475
2011-12-26,240,1.74
2011-12-26,300,1.84
2011-12-26,360,1.937
2011-12-26,480,2.133
2011-12-27,12,0.119
2011-12-27,24,0.131
2011-12-27,36,0.195
2011-12-27,48,0.28
2011-12-27,60,0.349
2011-12-27,72,0.455
2011-12-27,84,0.569
2011-12-27,96,0.709
2011-12-27,108,0.87
2011-12-27,120,0.987
2011-12-27,180,1.47
2011-12-27,240,1.736
2011-12-27,300,1.831
2011-12-27,360,1.929
2011-12-27,480,2.121
2011-12-28,12,0.119
2011-12-28,24,0.131
2011-12-28,36,0.196
2011-12-28,48,0.285
2011-12-28,60,0.353
2011-12-28,72,0.465
2011-12-28,84,0.582
2011-12-28,96,0.724
2011-12-28,108,0.885
2011-12-28,120,1.002
2011-12-28,180,1.49
2011-12-28,240,1.753
2011-12-28,300,1.849
2011-12-28,360,1.946
2011-12-28,480,2.138
2011-12-29,12,0.119
2011-12-29,24,0.131
2011-12-29,36,0.196
2011-12-29,48,0.285
2011-12-29,60,0.353
2011-12-29,72,0.46
2011-12-29,84,0.573
2011-12-29,96,0.72
2011-12-29,108,0.88
2011-12-29,120,0.998
2011-12-29,180,1.49
2011-12-29,240,1.754
2011-12-29,300,1.849
2011-12-29,360,1.942
2011-12-29,480,2.133
2011-12-30,12,0.119
2011-12-30,24,0.131
2011-12-30,36,0.195
2011-12-30,48,0.281
2011-12-30,60,0.343
2011-12-30,72,0.45
2011-12-30,84,0.56
2011-12-30,96,0.706
2011-12-30,108,0.871
2011-12-30,120,0.987
2011-12-30,180,1.476
2011-12-30,240,1.74
2011-12-30,300,1.832
2011-12-30,360,1.921
2011-12-30,480,2.109
2012-01-04,12,0.119
2012-01-04,24,0.132
2012-01-04,36,0.196
2012-01-04,48,0.281
2012-01-04,60,0.35
2012-01-04,72,0.455
2012-01-04,84,0.568
2012-01-04,96,0.713
2012-01-04,108,0.878
2012-01-04,120,0.997
2012-01-04,180,1.482
2012-01-04,240,1.748
2012-01-04,300,1.845
2012-01-04,360,1.933
2012-01-04,480,2.115
2012-01-05,12,0.119
2012-01-05,24,0.127
2012-01-05,36,0.191
2012-01-05,48,0.271
2012-01-05,60,0.34
2012-01-05,72,0.448
2012-01-05,84,0.563
2012-01-05,96,0.704
2012-01-05,108,0.868
2012-01-05,120,0.993
2012-01-05,180,1.477
2012-01-05,240,1.745
2012-01-05,300,1.846
2012-01-05,360,1.934
2012-01-05,480,2.115
2012-01-06,12,0.119
2012-01-06,24,0.127
2012-01-06,36,0.191
2012-01-06,48,0.271
2012-01-06,60,0.34
2012-01-06,72,0.443
2012-01-06,84,0.559
2012-01-06,96,0.699
2012-01-06,108,0.864
2012-01-06,120,0.989
2012-01-06,180,1.482
2012-01-06,240,1.748
2012-01-06,300,1.85
2012-01-06,360,1.937
2012-01-06,480,2.121
2012-01-10,12,0.121
2012-01-10,24,0.128
2012-01-10,36,0.191
2012-01-10,48,0.273
2012-01-10,60,0.341
2012-01-10,72,0.444
2012-01-10,84,0.56
2012-01-10,96,0.7
2012-01-10,108,0.861
2012-01-10,120,0.986
2012-01-10,180,1.474
2012-01-10,240,1.741
2012-01-10,300,1.841
2012-01-10,360,1.927
2012-01-10,480,2.113
2012-01-11,12,0.121
2012-01-11,24,0.129
2012-01-11,36,0.191
2012-01-11,48,0.273
2012-01-11,60,0.341
2012-01-11,72,0.444
2012-01-11,84,0.555
2012-01-11,96,0.696
2012-01-11,108,0.857
2012-01-11,120,0.977
2012-01-11,180,1.469
2012-01-11,240,1.737
2012-01-11,300,1.845
2012-01-11,360,1.93
2012-01-11,480,2.116
2012-01-12,12,0.12
2012-01-12,24,0.129
2012-01-12,36,0.191
2012-01-12,48,0.272
2012-01-12,60,0.342
2012-01-12,72,0.439
2012-01-12,84,0.545
2012-01-12,96,0.687
2012-01-12,108,0.847
2012-01-12,120,0.964
2012-01-12,180,1.469
2012-01-12,240,1.737
2012-01-12,300,1.854
2012-01-12,360,1.938
2012-01-12,480,2.124
2012-01-13,12,0.12
2012-01-13,24,0.129
2012-01-13,36,0.193
2012-01-13,48,0.272
2012-01-13,60,0.342
2012-01-13,72,0.438
2012-01-13,84,0.543
2012-01-13,96,0.682
2012-01-13,108,0.838
2012-01-13,120,0.955
2012-01-13,180,1.46
2012-01-13,240,1.729
2012-01-13,300,1.855
2012-01-13,360,1.938
2012-01-13,480,2.125
2012-01-16,12,0.119
2012-01-16,24,0.125
2012-01-16,36,0.194
2012-01-16,48,0.267
2012-01-16,60,0.339
2012-01-16,72,0.429
2012-01-16,84,0.531
2012-01-16,96,0.669
2012-01-16,108,0.825
2012-01-16,120,0.945
2012-01-16,180,1.447
2012-01-16,240,1.715
2012-01-16,300,1.841
2012-01-16,360,1.923
2012-01-16,480,2.112
2012-01-17,12,0.119
2012-01-17,24,0.125
2012-01-17,36,0.198
2012-01-17,48,0.277
2012-01-17,60,0.349
2012-01-17,72,0.444
2012-01-17,84,0.55
2012-01-17,96,0.689
2012-01-17,108,0.845
2012-01-17,120,0.97
2012-01-17,180,1.472
2012-01-17,240,1.737
2012-01-17,300,1.86
2012-01-17,360,1.938
2012-01-17,480,2.125
2012-01-18,12,0.129
2012-01-18,24,0.126
2012-01-18,36,0.198
2012-01-18,48,0.277
2012-01-18,60,0.347
2012-01-18,72,0.446
2012-01-18,84,0.555
2012-01-18,96,0.695
2012-01-18,108,0.85
2012-01-18,120,0.975
2012-01-18,180,1.477
2012-01-18,240,1.741
2012-01-18,300,1.86
2012-01-18,360,1.938
2012-01-18,480,2.121
2012-01-19,12,0.129
2012-01-19,24,0.126
2012-01-19,36,0.194
2012-01-19,48,0.274
2012-01-19,60,0.338
2012-01-19,72,0.44
2012-01-19,84,0.553
2012-01-19,96,0.695
2012-01-19,108,0.85
2012-01-19,120,0.976
2012-01-19,180,1.479
2012-01-19,240,1.746
2012-01-19,300,1.866
2012-01-19,360,1.943
2012-01-19,480,2.128
2012-01-20,12,0.128
2012-01-20,24,0.126
2012-01-20,36,0.2
2012-01-20,48,0.279
2012-01-20,60,0.346
2012-01-20,72,0.452
2012-01-20,84,0.569
2012-01-20,96,0.713
2012-01-20,108,0.866
2012-01-20,120,0.99
2012-01-20,180,1.49
2012-01-20,240,1.754
2012-01-20,300,1.869
2012-01-20,360,1.946
2012-01-20,480,2.135
2012-01-23,12,0.127
2012-01-23,24,0.126
2012-01-23,36,0.204
2012-01-23,48,0.289
2012-01-23,60,0.36
2012-01-23,72,0.469
2012-01-23,84,0.585
2012-01-23,96,0.73
2012-01-23,108,0.881
2012-01-23,120,1.006
2012-01-23,180,1.505
2012-01-23,240,1.763
2012-01-23,300,1.873
2012-01-23,360,1.95
2012-01-23,480,2.142
2012-01-24,12,0.127
2012-01-24,24,0.127
2012-01-24,36,0.204
2012-01-24,48,0.292
2012-01-24,60,0.364
2012-01-24,72,0.475
2012-01-24,84,0.596
2012-01-24,96,0.74
2012-01-24,108,0.892
2012-01-24,120,1.015
2012-01-24,180,1.51
2012-01-24,240,1.763
2012-01-24,300,1.87
2012-01-24,360,1.946
2012-01-24,480,2.142
2012-01-25,12,0.127
2012-01-25,24,0.127
2012-01-25,36,0.206
2012-01-25,48,0.292
2012-01-25,60,0.363
2012-01-25,72,0.471
2012-01-25,84,0.591
2012-01-25,96,0.735
2012-01-25,108,0.892
2012-01-25,120,1.016
2012-01-25,180,1.517
2012-01-25,240,1.768
2012-01-25,300,1.874
2012-01-25,360,1.948
2012-01-25,480,2.149
2012-01-26,12,0.126
2012-01-26,24,0.127
2012-01-26,36,0.2
2012-01-26,48,0.276
2012-01-26,60,0.349
2012-01-26,72,0.449
2012-01-26,84,0.558
2012-01-26,96,0.706
2012-01-26,108,0.863
2012-01-26,120,0.992
2012-01-26,180,1.488
2012-01-26,240,1.75
2012-01-26,300,1.863
2012-01-26,360,1.943
2012-01-26,480,2.141
2012-01-27,12,0.126
2012-01-27,24,0.127
2012-01-27,36,0.201
2012-01-27,48,0.27
2012-01-27,60,0.338
2012-01-27,72,0.439
2012-01-27,84,0.549
2012-01-27,96,0.691
2012-01-27,108,0.849
2012-01-27,120,0.977
2012-01-27,180,1.47
2012-01-27,240,1.738
2012-01-27,300,1.851
2012-01-27,360,1.931
2012-01-27,480,2.133
2012-01-30,12,0.125
2012-01-30,24,0.127
2012-01-30,36,0.201
2012-01-30,48,0.273
2012-01-30,60,0.339
2012-01-30,72,0.436
2012-01-30,84,0.544
2012-01-30,96,0.688
2012-01-30,108,0.845
2012-01-30,120,0.97
2012-01-30,180,1.465
2012-01-30,240,1.733
2012-01-30,300,1.851
2012-01-30,360,1.931
2012-01-30,480,2.133
2012-01-31,12,0.124
2012-01-31,24,0.127
2012-01-31,36,0.203
2012-01-31,48,0.278
2012-01-31,60,0.343
2012-01-31,72,0.44
2012-01-31,84,0.55
2012-01-31,96,0.694
2012-01-31,108,0.851
2012-01-31,120,0.974
2012-01-31,180,1.471
2012-01-31,240,1.733
2012-01-31,300,1.846
2012-01-31,360,1.922
2012-01-31,480,2.138
2012-02-01,12,0.124
2012-02-01,24,0.128
2012-02-01,36,0.203
2012-02-01,48,0.276
2012-02-01,60,0.34
2012-02-01,72,0.435
2012-02-01,84,0.545
2012-02-01,96,0.69
2012-02-01,108,0.846
2012-02-01,120,0.97
2012-02-01,180,1.466
2012-02-01,240,1.723
2012-02-01,300,1.833
2012-02-01,360,1.911
2012-02-01,480,2.129
2012-02-02,12,0.124
2012-02-02,24,0.128
2012-02-02,36,0.197
2012-02-02,48,0.271
2012-02-02,60,0.336
2012-02-02,72,0.431
2012-02-02,84,0.539
2012-02-02,96,0.681
2012-02-02,108,0.837
2012-02-02,120,0.961
2012-02-02,180,1.471
2012-02-02,240,1.727
2012-02-02,300,1.833
2012-02-02,360,1.904
2012-02-02,480,2.125
2012-02-03,12,0.123
2012-02-03,24,0.128
2012-02-03,36,0.192
2012-02-03,48,0.268
2012-02-03,60,0.333
2012-02-03,72,0.436
2012-02-03,84,0.542
2012-02-03,96,0.686
2012-02-03,108,0.839
2012-02-03,120,0.962
2012-02-03,180,1.467
2012-02-03,240,1.724
2012-02-03,300,1.833
2012-02-03,360,1.907
2012-02-03,480,2.121
2012-02-06,12,0.122
2012-02-06,24,0.128
2012-02-06,36,0.196
2012-02-06,48,0.273
2012-02-06,60,0.346
2012-02-06,72,0.453
2012-02-06,84,0.565
2012-02-06,96,0.708
2012-02-06,108,0.86
2012-02-06,120,0.982
2012-02-06,180,1.477
2012-02-06,240,1.731
2012-02-06,300,1.838
2012-02-06,360,1.911
2012-02-06,480,2.12
2012-02-07,12,0.122
2012-02-07,24,0.129
2012-02-07,36,0.196
2012-02-07,48,0.273
2012-02-07,60,0.346
2012-02-07,72,0.453
2012-02-07,84,0.567
2012-02-07,96,0.709
2012-02-07,108,0.864
2012-02-07,120,0.986
2012-02-07,180,1.487
2012-02-07,240,1.746
2012-02-07,300,1.856
2012-02-07,360,1.927
2012-02-07,480,2.134
2012-02-08,12,0.122
2012-02-08,24,0.129
2012-02-08,36,0.197
2012-02-08,48,0.285
2012-02-08,60,0.361
2012-02-08,72,0.469
2012-02-08,84,0.591
2012-02-08,96,0.731
2012-02-08,108,0.883
2012-02-08,120,1.001
2012-02-08,180,1.501
2012-02-08,240,1.755
2012-02-08,300,1.865
2012-02-08,360,1.936
2012-02-08,480,2.138
2012-02-09,12,0.121
2012-02-09,24,0.124
2012-02-09,36,0.194
2012-02-09,48,0.28
2012-02-09,60,0.357
2012-02-09,72,0.464
2012-02-09,84,0.586
2012-02-09,96,0.727
2012-02-09,108,0.879
2012-02-09,120,1.001
2012-02-09,180,1.497
2012-02-09,240,1.757
2012-02-09,300,1.874
2012-02-09,360,1.943
2012-02-09,480,2.146
2012-02-10,12,0.121
2012-02-10,24,0.124
2012-02-10,36,0.188
2012-02-10,48,0.276
2012-02-10,60,0.354
2012-02-10,72,0.459
2012-02-10,84,0.577
2012-02-10,96,0.717
2012-02-10,108,0.87
2012-02-10,120,0.992
2012-02-10,180,1.487
2012-02-10,240,1.75
2012-02-10,300,1.874
2012-02-10,360,1.943
2012-02-10,480,2.146
2012-02-13,12,0.12
2012-02-13,24,0.125
2012-02-13,36,0.19
2012-02-13,48,0.276
2012-02-13,60,0.355
2012-02-13,72,0.46
2012-02-13,84,0.578
2012-02-13,96,0.718
2012-02-13,108,0.871
2012-02-13,120,0.993
2012-02-13,180,1.489
2012-02-13,240,1.752
2012-02-13,300,1.882
2012-02-13,360,1.951
2012-02-13,480,2.154
2012-02-14,12,0.119
2012-02-14,24,0.115
2012-02-14,36,0.182
2012-02-14,48,0.261
