TIME_PERIOD,MAT,OBS_VALUE
2012-02-14,60,0.338
2012-02-14,72,0.445
2012-02-14,84,0.563
2012-02-14,96,0.704
2012-02-14,108,0.856
2012-02-14,120,0.982
2012-02-14,180,1.479
2012-02-14,240,1.751
2012-02-14,300,1.882
2012-02-14,360,1.952
2012-02-14,480,2.158
2012-02-15,12,0.11
2012-02-15,24,0.105
2012-02-15,36,0.174
2012-02-15,48,0.256
2012-02-15,60,0.331
2012-02-15,72,0.435
2012-02-15,84,0.554
2012-02-15,96,0.694
2012-02-15,108,0.852
2012-02-15,120,0.98
2012-02-15,180,1.474
2012-02-15,240,1.751
2012-02-15,300,1.877
2012-02-15,360,1.952
2012-02-15,480,2.164
2012-02-16,12,0.109
2012-02-16,24,0.105
2012-02-16,36,0.161
2012-02-16,48,0.242
2012-02-16,60,0.309
2012-02-16,72,0.415
2012-02-16,84,0.529
2012-02-16,96,0.674
2012-02-16,108,0.833
2012-02-16,120,0.96
2012-02-16,180,1.464
2012-02-16,240,1.742
2012-02-16,300,1.86
2012-02-16,360,1.936
2012-02-16,480,2.154
2012-02-17,12,0.109
2012-02-17,24,0.105
2012-02-17,36,0.151
2012-02-17,48,0.242
2012-02-17,60,0.309
2012-02-17,72,0.421
2012-02-17,84,0.542
2012-02-17,96,0.685
2012-02-17,108,0.838
2012-02-17,120,0.966
2012-02-17,180,1.466
2012-02-17,240,1.733
2012-02-17,300,1.847
2012-02-17,360,1.923
2012-02-17,480,2.143
2012-02-20,12,0.108
2012-02-20,24,0.105
2012-02-20,36,0.15
2012-02-20,48,0.242
2012-02-20,60,0.31
2012-02-20,72,0.422
2012-02-20,84,0.544
2012-02-20,96,0.686
2012-02-20,108,0.839
2012-02-20,120,0.967
2012-02-20,180,1.468
2012-02-20,240,1.731
2012-02-20,300,1.838
2012-02-20,360,1.915
2012-02-20,480,2.134
2012-02-21,12,0.108
2012-02-21,24,0.105
2012-02-21,36,0.15
2012-02-21,48,0.245
2012-02-21,60,0.319
2012-02-21,72,0.433
2012-02-21,84,0.559
2012-02-21,96,0.702
2012-02-21,108,0.854
2012-02-21,120,0.981
2012-02-21,180,1.482
2012-02-21,240,1.746
2012-02-21,300,1.852
2012-02-21,360,1.928
2012-02-21,480,2.15
2012-02-22,12,0.107
2012-02-22,24,0.105
2012-02-22,36,0.15
2012-02-22,48,0.245
2012-02-22,60,0.327
2012-02-22,72,0.442
2012-02-22,84,0.574
2012-02-22,96,0.717
2012-02-22,108,0.87
2012-02-22,120,0.995
2012-02-22,180,1.497
2012-02-22,240,1.759
2012-02-22,300,1.865
2012-02-22,360,1.941
2012-02-22,480,2.162
2012-02-23,12,0.107
2012-02-23,24,0.105
2012-02-23,36,0.15
2012-02-23,48,0.247
2012-02-23,60,0.326
2012-02-23,72,0.444
2012-02-23,84,0.573
2012-02-23,96,0.718
2012-02-23,108,0.87
2012-02-23,120,0.997
2012-02-23,180,1.501
2012-02-23,240,1.763
2012-02-23,300,1.875
2012-02-23,360,1.949
2012-02-23,480,2.163
2012-02-24,12,0.109
2012-02-24,24,0.104
2012-02-24,36,0.148
2012-02-24,48,0.243
2012-02-24,60,0.323
2012-02-24,72,0.439
2012-02-24,84,0.569
2012-02-24,96,0.712
2012-02-24,108,0.865
2012-02-24,120,0.992
2012-02-24,180,1.502
2012-02-24,240,1.764
2012-02-24,300,1.879
2012-02-24,360,1.952
2012-02-24,480,2.163
2012-02-27,12,0.11
2012-02-27,24,0.104
2012-02-27,36,0.148
2012-02-27,48,0.243
2012-02-27,60,0.316
2012-02-27,72,0.439
2012-02-27,84,0.57
2012-02-27,96,0.714
2012-02-27,108,0.867
2012-02-27,120,0.992
2012-02-27,180,1.507
2012-02-27,240,1.769
2012-02-27,300,1.879
2012-02-27,360,1.952
2012-02-27,480,2.159
2012-02-28,12,0.11
2012-02-28,24,0.11
2012-02-28,36,0.147
2012-02-28,48,0.239
2012-02-28,60,0.317
2012-02-28,72,0.43
2012-02-28,84,0.556
2012-02-28,96,0.703
2012-02-28,108,0.857
2012-02-28,120,0.983
2012-02-28,180,1.494
2012-02-28,240,1.76
2012-02-28,300,1.875
2012-02-28,360,1.949
2012-02-28,480,2.154
2012-02-29,12,0.109
2012-02-29,24,0.109
2012-02-29,36,0.145
2012-02-29,48,0.233
2012-02-29,60,0.312
2012-02-29,72,0.424
2012-02-29,84,0.551
2012-02-29,96,0.694
2012-02-29,108,0.852
2012-02-29,120,0.977
2012-02-29,180,1.484
2012-02-29,240,1.751
2012-02-29,300,1.87
2012-02-29,360,1.948
2012-02-29,480,2.147
2012-03-01,12,0.109
2012-03-01,24,0.11
2012-03-01,36,0.145
2012-03-01,48,0.227
2012-03-01,60,0.313
2012-03-01,72,0.424
2012-03-01,84,0.551
2012-03-01,96,0.694
2012-03-01,108,0.848
2012-03-01,120,0.972
2012-03-01,180,1.475
2012-03-01,240,1.751
2012-03-01,300,1.87
2012-03-01,360,1.948
2012-03-01,480,2.149
2012-03-02,12,0.109
2012-03-02,24,0.11
2012-03-02,36,0.148
2012-03-02,48,0.233
2012-03-02,60,0.318
2012-03-02,72,0.439
2012-03-02,84,0.57
2012-03-02,96,0.709
2012-03-02,108,0.863
2012-03-02,120,0.986
2012-03-02,180,1.489
2012-03-02,240,1.764
2012-03-02,300,1.876
2012-03-02,360,1.955
2012-03-02,480,2.155
2012-03-05,12,0.11
2012-03-05,24,0.111
2012-03-05,36,0.151
2012-03-05,48,0.228
2012-03-05,60,0.314
2012-03-05,72,0.435
2012-03-05,84,0.566
2012-03-05,96,0.706
2012-03-05,108,0.86
2012-03-05,120,0.984
2012-03-05,180,1.49
2012-03-05,240,1.769
2012-03-05,300,1.882
2012-03-05,360,1.961
2012-03-05,480,2.163
2012-03-06,12,0.113
2012-03-06,24,0.112
2012-03-06,36,0.151
2012-03-06,48,0.228
2012-03-06,60,0.314
2012-03-06,72,0.43
2012-03-06,84,0.562
2012-03-06,96,0.701
2012-03-06,108,0.855
2012-03-06,120,0.983
2012-03-06,180,1.489
2012-03-06,240,1.769
2012-03-06,300,1.883
2012-03-06,360,1.966
2012-03-06,480,2.163
2012-03-07,12,0.113
2012-03-07,24,0.112
2012-03-07,36,0.151
2012-03-07,48,0.219
2012-03-07,60,0.305
2012-03-07,72,0.416
2012-03-07,84,0.547
2012-03-07,96,0.687
2012-03-07,108,0.845
2012-03-07,120,0.974
2012-03-07,180,1.48
2012-03-07,240,1.765
2012-03-07,300,1.879
2012-03-07,360,1.958
2012-03-07,480,2.152
2012-03-08,12,0.113
2012-03-08,24,0.113
2012-03-08,36,0.151
2012-03-08,48,0.226
2012-03-08,60,0.299
2012-03-08,72,0.421
2012-03-08,84,0.558
2012-03-08,96,0.697
2012-03-08,108,0.856
2012-03-08,120,0.983
2012-03-08,180,1.49
2012-03-08,240,1.77
2012-03-08,300,1.875
2012-03-08,360,1.954
2012-03-08,480,2.143
2012-03-09,12,0.112
2012-03-09,24,0.113
2012-03-09,36,0.15
2012-03-09,48,0.226
2012-03-09,60,0.299
2012-03-09,72,0.421
2012-03-09,84,0.552
2012-03-09,96,0.697
2012-03-09,108,0.856
2012-03-09,120,0.984
2012-03-09,180,1.495
2012-03-09,240,1.774
2012-03-09,300,1.884
2012-03-09,360,1.961
2012-03-09,480,2.142
2012-03-12,12,0.111
2012-03-12,24,0.11
2012-03-12,36,0.147
2012-03-12,48,0.216
2012-03-12,60,0.295
2012-03-12,72,0.412
2012-03-12,84,0.538
2012-03-12,96,0.684
2012-03-12,108,0.842
2012-03-12,120,0.97
2012-03-12,180,1.486
2012-03-12,240,1.77
2012-03-12,300,1.879
2012-03-12,360,1.958
2012-03-12,480,2.139
2012-03-13,12,0.111
2012-03-13,24,0.11
2012-03-13,36,0.147
2012-03-13,48,0.216
2012-03-13,60,0.295
2012-03-13,72,0.412
2012-03-13,84,0.536
2012-03-13,96,0.684
2012-03-13,108,0.843
2012-03-13,120,0.97
2012-03-13,180,1.476
2012-03-13,240,1.762
2012-03-13,300,1.869
2012-03-13,360,1.945
2012-03-13,480,2.123
2012-03-14,12,0.111
2012-03-14,24,0.105
2012-03-14,36,0.15
2012-03-14,48,0.231
2012-03-14,60,0.315
2012-03-14,72,0.448
2012-03-14,84,0.586
2012-03-14,96,0.735
2012-03-14,108,0.881
2012-03-14,120,1.004
2012-03-14,180,1.509
2012-03-14,240,1.783
2012-03-14,300,1.888
2012-03-14,360,1.958
2012-03-14,480,2.131
2012-03-15,12,0.11
2012-03-15,24,0.11
2012-03-15,36,0.166
2012-03-15,48,0.275
2012-03-15,60,0.373
2012-03-15,72,0.52
2012-03-15,84,0.665
2012-03-15,96,0.815
2012-03-15,108,0.95
2012-03-15,120,1.056
2012-03-15,180,1.568
2012-03-15,240,1.822
2012-03-15,300,1.925
2012-03-15,360,1.986
2012-03-15,480,2.151
2012-03-16,12,0.11
2012-03-16,24,0.11
2012-03-16,36,0.163
2012-03-16,48,0.268
2012-03-16,60,0.364
2012-03-16,72,0.505
2012-03-16,84,0.651
2012-03-16,96,0.804
2012-03-16,108,0.942
2012-03-16,120,1.046
2012-03-16,180,1.544
2012-03-16,240,1.805
2012-03-16,300,1.911
2012-03-16,360,1.975
2012-03-16,480,2.144
2012-03-19,12,0.109
2012-03-19,24,0.11
2012-03-19,36,0.156
2012-03-19,48,0.258
2012-03-19,60,0.35
2012-03-19,72,0.491
2012-03-19,84,0.637
2012-03-19,96,0.792
2012-03-19,108,0.929
2012-03-19,120,1.033
2012-03-19,180,1.526
2012-03-19,240,1.787
2012-03-19,300,1.893
2012-03-19,360,1.958
2012-03-19,480,2.132
2012-03-21,12,0.108
2012-03-21,24,0.111
2012-03-21,36,0.159
2012-03-21,48,0.253
2012-03-21,60,0.345
2012-03-21,72,0.481
2012-03-21,84,0.627
2012-03-21,96,0.778
2012-03-21,108,0.915
2012-03-21,120,1.019
2012-03-21,180,1.508
2012-03-21,240,1.774
2012-03-21,300,1.88
2012-03-21,360,1.946
2012-03-21,480,2.123
2012-03-22,12,0.108
2012-03-22,24,0.111
2012-03-22,36,0.159
2012-03-22,48,0.253
2012-03-22,60,0.347
2012-03-22,72,0.481
2012-03-22,84,0.627
2012-03-22,96,0.778
2012-03-22,108,0.915
2012-03-22,120,1.025
2012-03-22,180,1.512
2012-03-22,240,1.779
2012-03-22,300,1.889
2012-03-22,360,1.954
2012-03-22,480,2.132
2012-03-23,12,0.107
2012-03-23,24,0.111
2012-03-23,36,0.158
2012-03-23,48,0.248
2012-03-23,60,0.341
2012-03-23,72,0.476
2012-03-23,84,0.623
2012-03-23,96,0.773
2012-03-23,108,0.91
2012-03-23,120,1.025
2012-03-23,180,1.508
2012-03-23,240,1.775
2012-03-23,300,1.889
2012-03-23,360,1.954
2012-03-23,480,2.132
2012-03-26,12,0.106
2012-03-26,24,0.111
2012-03-26,36,0.158
2012-03-26,48,0.243
2012-03-26,60,0.332
2012-03-26,72,0.467
2012-03-26,84,0.607
2012-03-26,96,0.76
2012-03-26,108,0.9
2012-03-26,120,1.014
2012-03-26,180,1.503
2012-03-26,240,1.77
2012-03-26,300,1.884
2012-03-26,360,1.95
2012-03-26,480,2.128
2012-03-27,12,0.109
2012-03-27,24,0.11
2012-03-27,36,0.158
2012-03-27,48,0.246
2012-03-27,60,0.332
2012-03-27,72,0.467
2012-03-27,84,0.608
2012-03-27,96,0.76
2012-03-27,108,0.901
2012-03-27,120,1.015
2012-03-27,180,1.508
2012-03-27,240,1.774
2012-03-27,300,1.889
2012-03-27,360,1.954
2012-03-27,480,2.132
2012-03-28,12,0.109
2012-03-28,24,0.11
2012-03-28,36,0.158
2012-03-28,48,0.241
2012-03-28,60,0.322
2012-03-28,72,0.452
2012-03-28,84,0.594
2012-03-28,96,0.745
2012-03-28,108,0.886
2012-03-28,120,1.002
2012-03-28,180,1.499
2012-03-28,240,1.77
2012-03-28,300,1.889
2012-03-28,360,1.954
2012-03-28,480,2.132
2012-03-29,12,0.11
2012-03-29,24,0.114
2012-03-29,36,0.164
2012-03-29,48,0.241
2012-03-29,60,0.323
2012-03-29,72,0.449
2012-03-29,84,0.59
2012-03-29,96,0.741
2012-03-29,108,0.878
2012-03-29,120,0.993
2012-03-29,180,1.49
2012-03-29,240,1.764
2012-03-29,300,1.884
2012-03-29,360,1.95
2012-03-29,480,2.132
2012-03-30,12,0.109
2012-03-30,24,0.115
2012-03-30,36,0.164
2012-03-30,48,0.241
2012-03-30,60,0.323
2012-03-30,72,0.449
2012-03-30,84,0.59
2012-03-30,96,0.736
2012-03-30,108,0.874
2012-03-30,120,0.988
2012-03-30,180,1.476
2012-03-30,240,1.752
2012-03-30,300,1.871
2012-03-30,360,1.938
2012-03-30,480,2.12
2012-04-02,12,0.11
2012-04-02,24,0.116
2012-04-02,36,0.17
2012-04-02,48,0.256
2012-04-02,60,0.344
2012-04-02,72,0.47
2012-04-02,84,0.616
2012-04-02,96,0.762
2012-04-02,108,0.9
2012-04-02,120,1.014
2012-04-02,180,1.5
2012-04-02,240,1.774
2012-04-02,300,1.893
2012-04-02,360,1.959
2012-04-02,480,2.14
2012-04-03,12,0.114
2012-04-03,24,0.116
2012-04-03,36,0.17
2012-04-03,48,0.261
2012-04-03,60,0.349
2012-04-03,72,0.481
2012-04-03,84,0.632
2012-04-03,96,0.778
2012-04-03,108,0.919
2012-04-03,120,1.028
2012-04-03,180,1.524
2012-04-03,240,1.801
2012-04-03,300,1.92
2012-04-03,360,1.984
2012-04-03,480,2.164
2012-04-04,12,0.113
2012-04-04,24,0.116
2012-04-04,36,0.17
2012-04-04,48,0.261
2012-04-04,60,0.349
2012-04-04,72,0.481
2012-04-04,84,0.632
2012-04-04,96,0.778
2012-04-04,108,0.92
2012-04-04,120,1.028
2012-04-04,180,1.524
2012-04-04,240,1.801
2012-04-04,300,1.92
2012-04-04,360,1.984
2012-04-04,480,2.162
2012-04-05,12,0.113
2012-04-05,24,0.117
2012-04-05,36,0.169
2012-04-05,48,0.246
2012-04-05,60,0.335
2012-04-05,72,0.461
2012-04-05,84,0.617
2012-04-05,96,0.761
2012-04-05,108,0.9
2012-04-05,120,1.007
2012-04-05,180,1.506
2012-04-05,240,1.778
2012-04-05,300,1.898
2012-04-05,360,1.963
2012-04-05,480,2.14
2012-04-06,12,0.113
2012-04-06,24,0.113
2012-04-06,36,0.165
2012-04-06,48,0.238
2012-04-06,60,0.318
2012-04-06,72,0.441
2012-04-06,84,0.588
2012-04-06,96,0.736
2012-04-06,108,0.881
2012-04-06,120,0.992
2012-04-06,180,1.496
2012-04-06,240,1.771
2012-04-06,300,1.897
2012-04-06,360,1.963
2012-04-06,480,2.14
2012-04-09,12,0.112
2012-04-09,24,0.114
2012-04-09,36,0.165
2012-04-09,48,0.227
2012-04-09,60,0.305
2012-04-09,72,0.422
2012-04-09,84,0.563
2012-04-09,96,0.711
2012-04-09,108,0.857
2012-04-09,120,0.973
2012-04-09,180,1.478
2012-04-09,240,1.753
2012-04-09,300,1.88
2012-04-09,360,1.946
2012-04-09,480,2.128
2012-04-10,12,0.111
2012-04-10,24,0.114
2012-04-10,36,0.158
2012-04-10,48,0.222
2012-04-10,60,0.301
2012-04-10,72,0.413
2012-04-10,84,0.547
2012-04-10,96,0.696
2012-04-10,108,0.843
2012-04-10,120,0.959
2012-04-10,180,1.458
2012-04-10,240,1.736
2012-04-10,300,1.862
2012-04-10,360,1.93
2012-04-10,480,2.12
2012-04-11,12,0.111
2012-04-11,24,0.114
2012-04-11,36,0.155
2012-04-11,48,0.222
2012-04-11,60,0.301
2012-04-11,72,0.41
2012-04-11,84,0.539
2012-04-11,96,0.686
2012-04-11,108,0.833
2012-04-11,120,0.955
2012-04-11,180,1.454
2012-04-11,240,1.732
2012-04-11,300,1.861
2012-04-11,360,1.93
2012-04-11,480,2.124
2012-04-12,12,0.111
2012-04-12,24,0.114
2012-04-12,36,0.155
2012-04-12,48,0.222
2012-04-12,60,0.302
2012-04-12,72,0.416
2012-04-12,84,0.543
2012-04-12,96,0.689
2012-04-12,108,0.834
2012-04-12,120,0.955
2012-04-12,180,1.459
2012-04-12,240,1.727
2012-04-12,300,1.852
2012-04-12,360,1.921
2012-04-12,480,2.117
2012-04-13,12,0.11
2012-04-13,24,0.115
2012-04-13,36,0.155
2012-04-13,48,0.217
2012-04-13,60,0.298
2012-04-13,72,0.412
2012-04-13,84,0.538
2012-04-13,96,0.686
2012-04-13,108,0.829
2012-04-13,120,0.95
2012-04-13,180,1.464
2012-04-13,240,1.731
2012-04-13,300,1.847
2012-04-13,360,1.913
2012-04-13,480,2.112
2012-04-16,12,0.11
2012-04-16,24,0.11
2012-04-16,36,0.157
2012-04-16,48,0.214
2012-04-16,60,0.293
2012-04-16,72,0.408
2012-04-16,84,0.529
2012-04-16,96,0.677
2012-04-16,108,0.821
2012-04-16,120,0.942
2012-04-16,180,1.457
2012-04-16,240,1.731
2012-04-16,300,1.848
2012-04-16,360,1.913
2012-04-16,480,2.113
2012-04-17,12,0.109
2012-04-17,24,0.11
2012-04-17,36,0.156
2012-04-17,48,0.214
2012-04-17,60,0.293
2012-04-17,72,0.407
2012-04-17,84,0.524
2012-04-17,96,0.672
2012-04-17,108,0.816
2012-04-17,120,0.937
2012-04-17,180,1.447
2012-04-17,240,1.723
2012-04-17,300,1.842
2012-04-17,360,1.909
2012-04-17,480,2.107
2012-04-18,12,0.109
2012-04-18,24,0.11
2012-04-18,36,0.16
2012-04-18,48,0.219
2012-04-18,60,0.3
2012-04-18,72,0.414
2012-04-18,84,0.535
2012-04-18,96,0.683
2012-04-18,108,0.826
2012-04-18,120,0.946
2012-04-18,180,1.453
2012-04-18,240,1.728
2012-04-18,300,1.843
2012-04-18,360,1.909
2012-04-18,480,2.109
2012-04-19,12,0.109
2012-04-19,24,0.105
2012-04-19,36,0.156
2012-04-19,48,0.214
2012-04-19,60,0.294
2012-04-19,72,0.409
2012-04-19,84,0.53
2012-04-19,96,0.678
2012-04-19,108,0.821
2012-04-19,120,0.948
2012-04-19,180,1.452
2012-04-19,240,1.727
2012-04-19,300,1.848
2012-04-19,360,1.913
2012-04-19,480,2.113
2012-04-20,12,0.108
2012-04-20,24,0.105
2012-04-20,36,0.149
2012-04-20,48,0.209
2012-04-20,60,0.29
2012-04-20,72,0.404
2012-04-20,84,0.525
2012-04-20,96,0.674
2012-04-20,108,0.817
2012-04-20,120,0.945
2012-04-20,180,1.458
2012-04-20,240,1.735
2012-04-20,300,1.857
2012-04-20,360,1.922
2012-04-20,480,2.121
2012-04-23,12,0.107
2012-04-23,24,0.106
2012-04-23,36,0.143
2012-04-23,48,0.199
2012-04-23,60,0.275
2012-04-23,72,0.384
2012-04-23,84,0.507
2012-04-23,96,0.651
2012-04-23,108,0.798
2012-04-23,120,0.93
2012-04-23,180,1.444
2012-04-23,240,1.724
2012-04-23,300,1.847
2012-04-23,360,1.913
2012-04-23,480,2.113
2012-04-24,12,0.107
2012-04-24,24,0.106
2012-04-24,36,0.145
2012-04-24,48,0.205
2012-04-24,60,0.28
2012-04-24,72,0.395
2012-04-24,84,0.522
2012-04-24,96,0.667
2012-04-24,108,0.813
2012-04-24,120,0.943
2012-04-24,180,1.449
2012-04-24,240,1.726
2012-04-24,300,1.852
2012-04-24,360,1.918
2012-04-24,480,2.12
2012-04-25,12,0.107
2012-04-25,24,0.106
2012-04-25,36,0.145
2012-04-25,48,0.207
2012-04-25,60,0.282
2012-04-25,72,0.395
2012-04-25,84,0.521
2012-04-25,96,0.661
2012-04-25,108,0.803
2012-04-25,120,0.935
2012-04-25,180,1.439
2012-04-25,240,1.717
2012-04-25,300,1.843
2012-04-25,360,1.909
2012-04-25,480,2.113
2012-04-26,12,0.11
2012-04-26,24,0.108
2012-04-26,36,0.146
2012-04-26,48,0.208
2012-04-26,60,0.285
2012-04-26,72,0.396
2012-04-26,84,0.521
2012-04-26,96,0.661
2012-04-26,108,0.798
2012-04-26,120,0.925
2012-04-26,180,1.43
2012-04-26,240,1.713
2012-04-26,300,1.837
2012-04-26,360,1.905
2012-04-26,480,2.108
2012-04-27,12,0.11
2012-04-27,24,0.109
2012-04-27,36,0.129
2012-04-27,48,0.189
2012-04-27,60,0.266
2012-04-27,72,0.371
2012-04-27,84,0.496
2012-04-27,96,0.632
2012-04-27,108,0.774
2012-04-27,120,0.902
2012-04-27,180,1.411
2012-04-27,240,1.7
2012-04-27,300,1.83
2012-04-27,360,1.901
2012-04-27,480,2.105
2012-05-01,12,0.11
2012-05-01,24,0.108
2012-05-01,36,0.127
2012-05-01,48,0.187
2012-05-01,60,0.267
2012-05-01,72,0.367
2012-05-01,84,0.492
2012-05-01,96,0.629
2012-05-01,108,0.771
2012-05-01,120,0.893
2012-05-01,180,1.391
2012-05-01,240,1.679
2012-05-01,300,1.808
2012-05-01,360,1.88
2012-05-01,480,2.085
2012-05-02,12,0.11
2012-05-02,24,0.108
2012-05-02,36,0.125
2012-05-02,48,0.192
2012-05-02,60,0.272
2012-05-02,72,0.377
2012-05-02,84,0.509
2012-05-02,96,0.644
2012-05-02,108,0.781
2012-05-02,120,0.903
2012-05-02,180,1.401
2012-05-02,240,1.683
2012-05-02,300,1.812
2012-05-02,360,1.884
2012-05-02,480,2.088
2012-05-07,12,0.113
2012-05-07,24,0.109
2012-05-07,36,0.121
2012-05-07,48,0.179
2012-05-07,60,0.258
2012-05-07,72,0.356
2012-05-07,84,0.481
2012-05-07,96,0.617
2012-05-07,108,0.753
2012-05-07,120,0.876
2012-05-07,180,1.368
2012-05-07,240,1.653
2012-05-07,300,1.776
2012-05-07,360,1.85
2012-05-07,480,2.061
2012-05-08,12,0.113
2012-05-08,24,0.109
2012-05-08,36,0.127
2012-05-08,48,0.188
2012-05-08,60,0.268
2012-05-08,72,0.371
2012-05-08,84,0.497
2012-05-08,96,0.632
2012-05-08,108,0.764
2012-05-08,120,0.883
2012-05-08,180,1.378
2012-05-08,240,1.662
2012-05-08,300,1.782
2012-05-08,360,1.854
2012-05-08,480,2.064
2012-05-09,12,0.112
2012-05-09,24,0.109
2012-05-09,36,0.122
2012-05-09,48,0.179
2012-05-09,60,0.258
2012-05-09,72,0.357
2012-05-09,84,0.481
2012-05-09,96,0.613
2012-05-09,108,0.746
2012-05-09,120,0.869
2012-05-09,180,1.368
2012-05-09,240,1.653
2012-05-09,300,1.771
2012-05-09,360,1.845
2012-05-09,480,2.051
2012-05-10,12,0.112
2012-05-10,24,0.109
2012-05-10,36,0.122
2012-05-10,48,0.184
2012-05-10,60,0.263
2012-05-10,72,0.371
2012-05-10,84,0.497
2012-05-10,96,0.628
2012-05-10,108,0.761
2012-05-10,120,0.878
2012-05-10,180,1.378
2012-05-10,240,1.657
2012-05-10,300,1.775
2012-05-10,360,1.849
2012-05-10,480,2.051
2012-05-11,12,0.112
2012-05-11,24,0.109
2012-05-11,36,0.12
2012-05-11,48,0.174
2012-05-11,60,0.254
2012-05-11,72,0.355
2012-05-11,84,0.477
2012-05-11,96,0.613
2012-05-11,108,0.747
2012-05-11,120,0.865
2012-05-11,180,1.374
2012-05-11,240,1.661
2012-05-11,300,1.779
2012-05-11,360,1.855
2012-05-11,480,2.054
2012-05-14,12,0.111
2012-05-14,24,0.105
2012-05-14,36,0.12
2012-05-14,48,0.174
2012-05-14,60,0.254
2012-05-14,72,0.356
2012-05-14,84,0.477
2012-05-14,96,0.615
2012-05-14,108,0.748
2012-05-14,120,0.866
2012-05-14,180,1.374
2012-05-14,240,1.657
2012-05-14,300,1.775
2012-05-14,360,1.85
2012-05-14,480,2.056
2012-05-15,12,0.11
2012-05-15,24,0.105
2012-05-15,36,0.119
2012-05-15,48,0.179
2012-05-15,60,0.259
2012-05-15,72,0.362
2012-05-15,84,0.489
2012-05-15,96,0.62
2012-05-15,108,0.753
2012-05-15,120,0.871
2012-05-15,180,1.369
2012-05-15,240,1.649
2012-05-15,300,1.766
2012-05-15,360,1.837
2012-05-15,480,2.031
2012-05-16,12,0.11
2012-05-16,24,0.1
2012-05-16,36,0.11
2012-05-16,48,0.165
2012-05-16,60,0.245
2012-05-16,72,0.343
2012-05-16,84,0.463
2012-05-16,96,0.595
2012-05-16,108,0.728
2012-05-16,120,0.847
2012-05-16,180,1.345
2012-05-16,240,1.623
2012-05-16,300,1.736
2012-05-16,360,1.808
2012-05-16,480,2.002
2012-05-17,12,0.109
2012-05-17,24,0.1
2012-05-17,36,0.11
2012-05-17,48,0.175
2012-05-17,60,0.246
2012-05-17,72,0.363
2012-05-17,84,0.489
2012-05-17,96,0.616
2012-05-17,108,0.752
2012-05-17,120,0.867
2012-05-17,180,1.36
2012-05-17,240,1.631
2012-05-17,300,1.74
2012-05-17,360,1.812
2012-05-17,480,2.002
2012-05-18,12,0.109
2012-05-18,24,0.1
2012-05-18,36,0.105
2012-05-18,48,0.16
2012-05-18,60,0.236
2012-05-18,72,0.35
2012-05-18,84,0.469
2012-05-18,96,0.596
2012-05-18,108,0.733
2012-05-18,120,0.847
2012-05-18,180,1.336
2012-05-18,240,1.601
2012-05-18,300,1.704
2012-05-18,360,1.778
2012-05-18,480,1.965
2012-05-21,12,0.108
2012-05-21,24,0.1
2012-05-21,36,0.106
2012-05-21,48,0.168
2012-05-21,60,0.249
2012-05-21,72,0.371
2012-05-21,84,0.495
2012-05-21,96,0.622
2012-05-21,108,0.763
2012-05-21,120,0.877
2012-05-21,180,1.375
2012-05-21,240,1.639
2012-05-21,300,1.744
2012-05-21,360,1.815
2012-05-21,480,2.001
2012-05-22,12,0.108
2012-05-22,24,0.1
2012-05-22,36,0.105
2012-05-22,48,0.165
2012-05-22,60,0.243
2012-05-22,72,0.365
2012-05-22,84,0.491
2012-05-22,96,0.618
2012-05-22,108,0.764
2012-05-22,120,0.876
2012-05-22,180,1.376
2012-05-22,240,1.647
2012-05-22,300,1.754
2012-05-22,360,1.825
2012-05-22,480,2.009
2012-05-23,12,0.107
2012-05-23,24,0.1
2012-05-23,36,0.105
2012-05-23,48,0.165
2012-05-23,60,0.244
2012-05-23,72,0.366
2012-05-23,84,0.491
2012-05-23,96,0.618
2012-05-23,108,0.766
2012-05-23,120,0.881
2012-05-23,180,1.386
2012-05-23,240,1.663
2012-05-23,300,1.775
2012-05-23,360,1.845
2012-05-23,480,2.025
2012-05-24,12,0.107
2012-05-24,24,0.1
2012-05-24,36,0.105
2012-05-24,48,0.17
2012-05-24,60,0.25
2012-05-24,72,0.371
2012-05-24,84,0.502
2012-05-24,96,0.627
2012-05-24,108,0.774
2012-05-24,120,0.885
2012-05-24,180,1.381
2012-05-24,240,1.655
2012-05-24,300,1.772
2012-05-24,360,1.838
2012-05-24,480,2.019
2012-05-25,12,0.107
2012-05-25,24,0.1
2012-05-25,36,0.102
2012-05-25,48,0.171
2012-05-25,60,0.249
2012-05-25,72,0.374
2012-05-25,84,0.511
2012-05-25,96,0.639
2012-05-25,108,0.788
2012-05-25,120,0.899
2012-05-25,180,1.405
2012-05-25,240,1.684
2012-05-25,300,1.809
2012-05-25,360,1.87
2012-05-25,480,2.049
2012-05-28,12,0.106
2012-05-28,24,0.1
2012-05-28,36,0.101
2012-05-28,48,0.167
2012-05-28,60,0.243
2012-05-28,72,0.371
2012-05-28,84,0.507
2012-05-28,96,0.635
2012-05-28,108,0.784
2012-05-28,120,0.895
2012-05-28,180,1.401
2012-05-28,240,1.68
2012-05-28,300,1.805
2012-05-28,360,1.866
2012-05-28,480,2.045
2012-05-29,12,0.105
2012-05-29,24,0.1
2012-05-29,36,0.101
2012-05-29,48,0.156
2012-05-29,60,0.234
2012-05-29,72,0.352
2012-05-29,84,0.478
2012-05-29,96,0.605
2012-05-29,108,0.755
2012-05-29,120,0.868
2012-05-29,180,1.367
2012-05-29,240,1.647
2012-05-29,300,1.768
2012-05-29,360,1.832
